,Tweet Content,tokens,clean_tweet,sentiment,sentiment_class,label,polarity,subjectivity
111,"""I watched this video looking for info on our past population collapse. Ends up it covers a lot of things from the formation of the isthmus of Panama through ice age phases, our population collapse, climate cycles, ocean current changes... enjoy
https://t.co/BpfjA52W7g""","['watched', 'video', 'looking', 'info', 'past', 'population', 'collapse', 'end', 'cover', 'lot', 'thing', 'formation', 'isthmus', 'panama', 'ice', 'age', 'phase', 'population', 'collapse', 'climate', 'cycle', 'ocean', 'current', 'change', 'enjoy']",watched video looking info past population collapse end cover lot thing formation isthmus panama ice age phase population collapse climate cycle ocean current change enjoy,-0.4939,negative,0,0.05000000000000001,0.3833333333333333
112,"""@DineshDSouza Well he lied in that article. He said half the people (conservatives) believe immigration is bad and the climate isn’t changing. No. They believe ILLEGAL immigration is bad, and they know the climate changes just aren’t sure it’s all manmade. SMH.""","['well', 'lied', 'article', 'said', 'half', 'people', 'conservative', 'believe', 'immigration', 'bad', 'climate', 'isn’', 'changing', 'believe', 'illegal', 'immigration', 'bad', 'know', 'climate', 'change', 'aren’', 'sure', 'manmade', 'smh']",well lied article said half people conservative believe immigration bad climate isn’ changing believe illegal immigration bad know climate change aren’ sure manmade smh,-0.9022,negative,0,-0.3133333333333333,0.5777777777777777
113,"""@Biak0_ @Ghz97 @Lub_N2 @Pk50K @FF_BB1_ @1rk_e @4_I_S @1Ashi5 @1iA_4 @9oshg @Aami_r1 @1GPTI @AhemedCaptain @GDL786 @19FKn @sohail067 @kazmi7771 @abir6067 @Fj_Paro @florchicana @FK_71 @glmsjd @Trq88 @5kshf @Sd_S10 @5nqvi @Hdi6O @mi_j01 Hello I Support Covid19, Social Distancing face mask. Planet Global Earth Sun Moon Sky. I want to work Together Engineering Technology. Medicare Healthcare Innovation Sciences Technology Climate Changes Summit Blueprint Global""","['hello', 'support', 'covid19', 'social', 'distancing', 'face', 'mask', 'planet', 'global', 'earth', 'sun', 'moon', 'sky', 'want', 'work', 'together', 'engineering', 'technology', 'medicare', 'healthcare', 'innovation', 'science', 'technology', 'climate', 'change', 'summit', 'blueprint', 'global']",hello support covid19 social distancing face mask planet global earth sun moon sky want work together engineering technology medicare healthcare innovation science technology climate change summit blueprint global,0.6808,positive,1,0.011111111111111112,0.022222222222222223
114,"""Democrats to make big changes to win the election.
We like the Constitution, we're going to Stop spending on Climate Change, teaching Critical Race Theory, Start Securing the Border. Stop hating Police, spending foolishly, tearing down Statues, kneeling during the Anthem,… https://t.co/kzBwv3aAhO""","['democrat', 'make', 'big', 'change', 'win', 'election', 'like', 'constitution', 'going', 'stop', 'spending', 'climate', 'change', 'teaching', 'critical', 'race', 'theory', 'start', 'securing', 'border', 'stop', 'hating', 'police', 'spending', 'foolishly', 'tearing', 'statue', 'kneeling', 'anthem', '…']",democrat make big change win election like constitution going stop spending climate change teaching critical race theory start securing border stop hating police spending foolishly tearing statue kneeling anthem …,-0.4939,negative,0,0.26666666666666666,0.43333333333333335
115,"""@DavidDeutschOxf newer recent effects of covid, climate change directly hitting the exchequer... watch the financial crisis rampaging through the west soon. Revolutionary changes if not revolutions itself, is prime time now and that would mean governments are bound to go through restructuring.""","['newer', 'recent', 'effect', 'covid', 'climate', 'change', 'directly', 'hitting', 'exchequer', 'watch', 'financial', 'crisis', 'rampaging', 'west', 'soon', 'revolutionary', 'change', 'revolution', 'prime', 'time', 'would', 'mean', 'government', 'bound', 'restructuring']",newer recent effect covid climate change directly hitting exchequer watch financial crisis rampaging west soon revolutionary change revolution prime time would mean government bound restructuring,-0.6249,negative,0,-0.053125,0.334375
116,"""@colleenmmcg Hello I Support Covid19, Social Distancing face mask. Planet Global Earth Sun Moon Sky. I want to work Together Engineering Technology. Medicare Healthcare Innovation Sciences Technology Climate Changes Summit Blueprint Global""","['hello', 'support', 'covid19', 'social', 'distancing', 'face', 'mask', 'planet', 'global', 'earth', 'sun', 'moon', 'sky', 'want', 'work', 'together', 'engineering', 'technology', 'medicare', 'healthcare', 'innovation', 'science', 'technology', 'climate', 'change', 'summit', 'blueprint', 'global']",hello support covid19 social distancing face mask planet global earth sun moon sky want work together engineering technology medicare healthcare innovation science technology climate change summit blueprint global,0.6808,positive,1,0.011111111111111112,0.022222222222222223
117,"""@PierrePoilievre Ya food is going to get a lot more expensive when climate changes wrecks our crops.""","['food', 'going', 'get', 'lot', 'expensive', 'climate', 'change', 'wreck', 'crop']",food going get lot expensive climate change wreck crop,-0.4404,negative,0,-0.5,0.7
118,"""@OperHealAmerica Hello I Support Covid19, Social Distancing face mask. Planet Global Earth Sun Moon Sky. I want to work Together Engineering Technology. Medicare Healthcare Innovation Sciences Technology Climate Changes Summit Blueprint Global https://t.co/7suAndXYkP""","['hello', 'support', 'covid19', 'social', 'distancing', 'face', 'mask', 'planet', 'global', 'earth', 'sun', 'moon', 'sky', 'want', 'work', 'together', 'engineering', 'technology', 'medicare', 'healthcare', 'innovation', 'science', 'technology', 'climate', 'change', 'summit', 'blueprint', 'global']",hello support covid19 social distancing face mask planet global earth sun moon sky want work together engineering technology medicare healthcare innovation science technology climate change summit blueprint global,0.6808,positive,1,0.011111111111111112,0.022222222222222223
119,"""@SynthAndStrings I've kept a weather/nature journal since I was 13. Like your father, I have seen those eroding changes disrupt the old law.""","['kept', 'weather', 'nature', 'journal', 'since', 'like', 'father', 'seen', 'eroding', 'change', 'disrupt', 'old', 'law']",kept weather nature journal since like father seen eroding change disrupt old law,0.3612,positive,1,0.1,0.2
120,"""@PepsiCo Hello I Support Covid19, Social Distancing face mask. Planet Global Earth Sun Moon Sky. I want to work Together Engineering Technology. Medicare Healthcare Innovation Sciences Technology Climate Changes Summit Blueprint Global""","['hello', 'support', 'covid19', 'social', 'distancing', 'face', 'mask', 'planet', 'global', 'earth', 'sun', 'moon', 'sky', 'want', 'work', 'together', 'engineering', 'technology', 'medicare', 'healthcare', 'innovation', 'science', 'technology', 'climate', 'change', 'summit', 'blueprint', 'global']",hello support covid19 social distancing face mask planet global earth sun moon sky want work together engineering technology medicare healthcare innovation science technology climate change summit blueprint global,0.6808,positive,1,0.011111111111111112,0.022222222222222223
121,"""@TPSpencer88 @HannahEDaly On the whole, maybe, but I don’t see many of the alternatives having a definitive strategy on climate. Decision making on EV strategy is outsourced to a bunch of civil servants and consultants so a change in gov won’t make much difference in my opinion, or it will come too late.""","['whole', 'maybe', 'don’', 'see', 'many', 'alternative', 'definitive', 'strategy', 'climate', 'decision', 'making', 'strategy', 'outsourced', 'bunch', 'civil', 'servant', 'consultant', 'change', 'gov', 'won’', 'make', 'much', 'difference', 'opinion', 'come', 'late']",whole maybe don’ see many alternative definitive strategy climate decision making strategy outsourced bunch civil servant consultant change gov won’ make much difference opinion come late,0.0,neutral,2,0.14999999999999997,0.42500000000000004
122,"""@TheoFleury14 Here in Canada we have winter. Winter happens because the earth tilts on it's axis a few degrees away from the sun. The temperature changes by 50°C (approx 120°F) or more. That is the power of the sun. We can't match that power. We can't cause climate change only the sun can.""","['canada', 'winter', 'winter', 'happens', 'earth', 'tilt', 'axis', 'degree', 'away', 'sun', 'temperature', 'change', '°', 'approx', '120°', 'power', 'sun', 'match', 'power', 'cause', 'climate', 'change', 'sun']",canada winter winter happens earth tilt axis degree away sun temperature change ° approx 120° power sun match power cause climate change sun,0.0,neutral,2,0.0,0.0
123,"""@TheoFleury14 Here in Canada we have winter. Winter happens because the earth tilts on it's axis a few degrees away from the sun. The temperature changes by 50°C (approx 120°F) or more. That is the power of the sun. We can't match that power. We can't cause climate change only the sun can.""","['canada', 'winter', 'winter', 'happens', 'earth', 'tilt', 'axis', 'degree', 'away', 'sun', 'temperature', 'change', '°', 'approx', '120°', 'power', 'sun', 'match', 'power', 'cause', 'climate', 'change', 'sun']",canada winter winter happens earth tilt axis degree away sun temperature change ° approx 120° power sun match power cause climate change sun,0.0,neutral,2,0.0,0.0
124,"""@AndrewDessler It can be a combination of both but many studies have shown that regardless of the knowledge level pre-existing beliefs and values system have a profound impact on willingness to accept significant personal and societal changes""","['combination', 'many', 'study', 'shown', 'regardless', 'knowledge', 'level', 'pre', 'existing', 'belief', 'value', 'system', 'profound', 'impact', 'willingness', 'accept', 'significant', 'personal', 'societal', 'change']",combination many study shown regardless knowledge level pre existing belief value system profound impact willingness accept significant personal societal change,0.7845,positive,1,0.23958333333333334,0.66875
125,"""@Ger_Delaney_40 @meritocratics There is scientific consensus around climate change, but you think it's being used as a tool to manipulate and control people.
 Do you have any alternative explanations for the observed changes in the climate?""","['scientific', 'consensus', 'around', 'climate', 'change', 'think', 'used', 'tool', 'manipulate', 'control', 'people', 'alternative', 'explanation', 'observed', 'change', 'climate']",scientific consensus around climate change think used tool manipulate control people alternative explanation observed change climate,0.0,neutral,2,0.0,0.0
126,"""@SecretaryPete Shut it down, restructure in a business like manner and quit spending money on illegal immigrants, climate change, sex changes, and other unnecessary items.""","['shut', 'restructure', 'business', 'like', 'manner', 'quit', 'spending', 'money', 'illegal', 'immigrant', 'climate', 'change', 'sex', 'change', 'unnecessary', 'item']",shut restructure business like manner quit spending money illegal immigrant climate change sex change unnecessary item,-0.2732,negative,0,-0.45,0.7
127,"""@Scarfer13 The sun did it.""",['sun'],sun,0.0,neutral,2,0.0,0.0
128,"""We don't deny that the climate changes naturally but we do deny that humans have any negative impact on the climate. There is no climate emergency. #JeremyVine https://t.co/bhNVdwjhyI""","['deny', 'climate', 'change', 'naturally', 'deny', 'human', 'negative', 'impact', 'climate', 'climate', 'emergency']",deny climate change naturally deny human negative impact climate climate emergency,-0.8779,negative,0,-0.06666666666666667,0.3
129,"""@s_guilbeault @NatObserver Carbon tax... what % of the atmosphere is CO2 ?  oh thats right 0.04%, how much of it is man made ? 3%, so these criminals want to screw up your life for 3% of 0.04% saying you are causing climate changes, you should be jailed""","['carbon', 'tax', 'atmosphere', 'co2', 'thats', 'right', 'much', 'man', 'made', 'criminal', 'want', 'screw', 'life', 'saying', 'causing', 'climate', 'change', 'jailed']",carbon tax atmosphere co2 thats right much man made criminal want screw life saying causing climate change jailed,-0.7717,negative,0,0.028571428571428564,0.4285714285714286
130,"""@js_newswatch OMG!!  The Mississippi River water levels are changes.  

This is news to juveniles that are not serious about learning anything about history, but rather destroy our economy and our lives over changes in the weather.""","['omg', 'mississippi', 'river', 'water', 'level', 'change', 'news', 'juvenile', 'serious', 'learning', 'anything', 'history', 'rather', 'destroy', 'economy', 'life', 'change', 'weather']",omg mississippi river water level change news juvenile serious learning anything history rather destroy economy life change weather,-0.5859,negative,0,-0.26111111111111107,0.3055555555555555
131,"""@DrLoupis Thats some original BS

The fact that humans can predict weather better doesn't mean changes in climate aren't happening.

Show us graphs about forests burning, coral reefs dying, permafrost melting, CO2 in the atmosphere.

Heat https://t.co/J8Rk5C7pbU""","['thats', 'original', 'fact', 'human', 'predict', 'weather', 'better', 'mean', 'change', 'climate', 'happening', 'show', 'graph', 'forest', 'burning', 'coral', 'reef', 'dying', 'permafrost', 'melting', 'co2', 'atmosphere', 'heat']",thats original fact human predict weather better mean change climate happening show graph forest burning coral reef dying permafrost melting co2 atmosphere heat,0.6369,positive,1,0.140625,0.509375
132,"""Nature is in freefall. 

We’re destroying our forests, polluting our rivers &amp; oceans, and causing devastating changes to the climate. And now new research shows UK nature is still declining. 

Remind your MP that everyone needs to #SaveOurWildIsles. 📢 https://t.co/yTZC9VtIsV""","['nature', 'freefall', 'destroying', 'forest', 'polluting', 'river', 'ocean', 'causing', 'devastating', 'change', 'climate', 'new', 'research', 'show', 'nature', 'still', 'declining', 'remind', 'everyone', 'need']",nature freefall destroying forest polluting river ocean causing devastating change climate new research show nature still declining remind everyone need,-0.836,negative,0,-0.3545454545454545,0.48484848484848486
133,"""@nextecocar @HannahEDaly I live in hope that their refusal to listen or act on the Climate Crisis - in all forms - will ultimately lead to sweeping changes in who is in power. 

I don't know that the solution is to get them to care and step up, but I do know that the current system doesn't work""","['live', 'hope', 'refusal', 'listen', 'act', 'climate', 'crisis', 'form', 'ultimately', 'lead', 'sweeping', 'change', 'power', 'know', 'solution', 'get', 'care', 'step', 'know', 'current', 'system', 'work']",live hope refusal listen act climate crisis form ultimately lead sweeping change power know solution get care step know current system work,0.5106,positive,1,0.04545454545454545,0.6333333333333333
134,"""@ghmplanner The environment has become a global problem""","['environment', 'ha', 'become', 'global', 'problem']",environment ha become global problem,-0.0772,neutral,2,0.0,0.0
135,"""Research has found that climate change may lead to hurricanes expanding their impact more frequently to mid latitude areas, including New York and Boston, caused by rising sea surface temperatures, changes in jet streams, and weakening in these areas. https://t.co/ZvDIwfQ8my""","['research', 'ha', 'found', 'climate', 'change', 'may', 'lead', 'hurricane', 'expanding', 'impact', 'frequently', 'mid', 'latitude', 'area', 'including', 'new', 'york', 'boston', 'caused', 'rising', 'sea', 'surface', 'temperature', 'change', 'jet', 'stream', 'weakening', 'area']",research ha found climate change may lead hurricane expanding impact frequently mid latitude area including new york boston caused rising sea surface temperature change jet stream weakening area,0.0258,neutral,2,0.06818181818181818,0.22727272727272727
136,"""@Scarfer13 @JeremyVineOn5 @y_alibhai @estherk_k @StormHuntley blinkered https://t.co/VJNaIgix1b""",['blinkered'],blinkered,0.0,neutral,2,0.0,0.0
137,"""I agree. But ignoring volcanic impact on atmospheric changes &amp; global temperatures in favour of demonising Carbon Dioxide, based on extrapolation of handpicked temperature gauges located who know where, undermines the dogmatic ‘scientism’ by which we are being controlled today https://t.co/lKjxSaLxCy""","['agree', 'ignoring', 'volcanic', 'impact', 'atmospheric', 'change', 'global', 'temperature', 'favour', 'demonising', 'carbon', 'dioxide', 'based', 'extrapolation', 'handpicked', 'temperature', 'gauge', 'located', 'know', 'undermines', 'dogmatic', '‘scientism’', 'controlled', 'today']",agree ignoring volcanic impact atmospheric change global temperature favour demonising carbon dioxide based extrapolation handpicked temperature gauge located know undermines dogmatic ‘scientism’ controlled today,0.0772,neutral,2,0.0,0.0
138,"""Great waves of change are coming to the world, great #environmental changes. You are facing a world of diminishing #resources, a world whose #climate has been affected, generating violent and unpredictable weather, a world where economic and political instability""","['great', 'wave', 'change', 'coming', 'world', 'great', 'change', 'facing', 'world', 'diminishing', 'world', 'whose', 'ha', 'affected', 'generating', 'violent', 'unpredictable', 'weather', 'world', 'economic', 'political', 'instability']",great wave change coming world great change facing world diminishing world whose ha affected generating violent unpredictable weather world economic political instability,0.7269,positive,1,0.13888888888888892,0.6333333333333334
139,"""@ghmplanner Only by working together can we improve the environment""","['working', 'together', 'improve', 'environment']",working together improve environment,0.4404,positive,1,0.0,0.0
140,"""Research has found that climate change may lead to hurricanes expanding their impact more frequently to mid latitude areas, including New York and Boston, caused by rising sea surface temperatures, changes in jet streams, and weakening in these areas. https://t.co/ZvDIwfQ8my""","['research', 'ha', 'found', 'climate', 'change', 'may', 'lead', 'hurricane', 'expanding', 'impact', 'frequently', 'mid', 'latitude', 'area', 'including', 'new', 'york', 'boston', 'caused', 'rising', 'sea', 'surface', 'temperature', 'change', 'jet', 'stream', 'weakening', 'area']",research ha found climate change may lead hurricane expanding impact frequently mid latitude area including new york boston caused rising sea surface temperature change jet stream weakening area,0.0258,neutral,2,0.06818181818181818,0.22727272727272727
141,"""@JeremyVineOn5 @y_alibhai @estherk_k @StormHuntley We don't deny that the climate changes naturally but we do deny that humans have any negative impact on the climate. There is no climate emergency and C02 is the gas of life because it makes trees and crops grow which provide us with oxygen and food. The planet is perfectly fine. https://t.co/QDQiEFwtO8""","['deny', 'climate', 'change', 'naturally', 'deny', 'human', 'negative', 'impact', 'climate', 'climate', 'emergency', 'c02', 'gas', 'life', 'make', 'tree', 'crop', 'grow', 'provide', 'oxygen', 'food', 'planet', 'perfectly', 'fine']",deny climate change naturally deny human negative impact climate climate emergency c02 gas life make tree crop grow provide oxygen food planet perfectly fine,-0.6249,negative,0,0.054166666666666675,0.35
142,"""Most humans don't want to change anything that changes their way of life https://t.co/JKpTe0yVZm
#ClimateChange #ClimateActionNow #ClimateCatastrophe 
Op-ed: #ClimateCrisis is going to continue to get worse if not addressed in a real way https://t.co/uFs0BimoPB""","['human', 'want', 'change', 'anything', 'change', 'way', 'life', 'going', 'continue', 'get', 'worse', 'addressed', 'real', 'way']",human want change anything change way life going continue get worse addressed real way,-0.4215,negative,0,-0.06666666666666667,0.3333333333333333
143,""";'Milankovitch cycles describe the collective effects of changes in the Earth's movements on its climate over thousands of years.' #dkklima #dkgreen #dkpol 
#ClimateScam #Milankovitchcycles 
https://t.co/JvrgUsLM6u https://t.co/ibgg8ucK7E""","['milankovitch', 'cycle', 'describe', 'collective', 'effect', 'change', 'earth', 'movement', 'climate', 'thousand', 'year']",milankovitch cycle describe collective effect change earth movement climate thousand year,0.0,neutral,2,0.0,0.0
144,"""@DavePSherry @craigthomler @aSinister @lheal @CorrectThyAre @markp1950 @AGW_is_bad @emilio97493490 @ImRusts @benmooreau @WeRone777 @ZorikaZr @gargantuandwarf @ScienceBlog3 @JustinTemplerSr @nonsequiturmeme @RichardSwan1982 @JafSupO @OscarsWild1 @KeillerDon @SniemN @WorkerHere @MartinBrampton @Fossil_Herb @JimBowersclimb @Royalacresrod @roger_clague @FBreject1 @Veritatem2021 @OzzmanOsgood @AirCop264 @BrockPhysicist @ejwwest @25_cycle @alison_pannell @BobPartridge16 @LesserMegadeath @Charlie43211234 @twit4thot @ammocrypta @Robertchef77 @DenisDaly @Dave_Likes_CO2 @SeanMcG53 @grumpynskeptic @balls95652097 @PeterWSinclair @MikeDel21893959 @FollowTheScien4 @Scizz8 Is he really using Unscientific American as a source 😱😱😱

They lost their last piece of credibility when they chose a side in last presidential election... https://t.co/lPqrLHNJpU""","['really', 'using', 'unscientific', 'american', 'source', 'lost', 'last', 'piece', 'credibility', 'chose', 'side', 'last', 'presidential', 'election']",really using unscientific american source lost last piece credibility chose side last presidential election,-0.3182,negative,0,0.05,0.08333333333333333
145,"""The latest #StateOfNature report makes for grim reading. Join @wwf_uk and millions of others in telling the UK government to step up and #SaveOurWildIsles https://t.co/2iXbOVALxA""","['latest', 'report', 'make', 'grim', 'reading', 'join', 'million', 'others', 'telling', 'government', 'step']",latest report make grim reading join million others telling government step,-0.3612,negative,0,-0.25,0.95
146,"""@TW_Ranch_AB @SamirKayande So the 128% increase in costs in the last year is due to policy changes made 8 years ago?  And the UCP has done nothing in 4 years to fix it?  Wild.""","['128', 'increase', 'cost', 'last', 'year', 'due', 'policy', 'change', 'made', 'year', 'ago', 'ucp', 'ha', 'done', 'nothing', 'year', 'fix', 'wild']",128 increase cost last year due policy change made year ago ucp ha done nothing year fix wild,0.5719,positive,1,-0.008333333333333331,0.28055555555555556
147,"""Nature is in freefall. 

We’re destroying our forests, polluting our rivers &amp; oceans, and causing devastating changes to the climate. And now new research shows UK nature is still declining. 

Remind your MP that everyone needs to #SaveOurWildIsles. 📢 https://t.co/yTZC9VtIsV""","['nature', 'freefall', 'destroying', 'forest', 'polluting', 'river', 'ocean', 'causing', 'devastating', 'change', 'climate', 'new', 'research', 'show', 'nature', 'still', 'declining', 'remind', 'everyone', 'need']",nature freefall destroying forest polluting river ocean causing devastating change climate new research show nature still declining remind everyone need,-0.836,negative,0,-0.3545454545454545,0.48484848484848486
148,"""As we face a climate and nature crisis, it’s our responsibility to ensure quality decision making about changes to the historic environment.

Our latest blog looks at a *powerful* case study involving ancient burials and a significant battle.

https://t.co/I5Q5i3pPTI""","['face', 'climate', 'nature', 'crisis', 'responsibility', 'ensure', 'quality', 'decision', 'making', 'change', 'historic', 'environment', 'latest', 'blog', 'look', 'powerful', 'case', 'study', 'involving', 'ancient', 'burial', 'significant', 'battle']",face climate nature crisis responsibility ensure quality decision making change historic environment latest blog look powerful case study involving ancient burial significant battle,-0.128,negative,2,0.29375,0.69375
149,"""Climate changes naturally. 

Nothing to do with human beings. https://t.co/YInq69zor0""","['climate', 'change', 'naturally', 'nothing', 'human']",climate change naturally nothing human,0.0,neutral,2,0.05,0.25
150,"""@MikeHudema And again I will ask what is climate changes ignition source.""","['ask', 'climate', 'change', 'ignition', 'source']",ask climate change ignition source,0.0,neutral,2,0.0,0.0
151,"""As we face a climate and nature crisis, it’s our responsibility to ensure quality decision making about changes to the historic environment.

Our latest blog looks at a *powerful* case study involving ancient burials and a significant battle.

https://t.co/I5Q5i3pPTI""","['face', 'climate', 'nature', 'crisis', 'responsibility', 'ensure', 'quality', 'decision', 'making', 'change', 'historic', 'environment', 'latest', 'blog', 'look', 'powerful', 'case', 'study', 'involving', 'ancient', 'burial', 'significant', 'battle']",face climate nature crisis responsibility ensure quality decision making change historic environment latest blog look powerful case study involving ancient burial significant battle,-0.128,negative,2,0.29375,0.69375
152,"""@JeremyVineOn5 @y_alibhai @estherk_k @StormHuntley We don't deny that the climate changes naturally but we do deny that humans have any negative impact on the climate. There is no climate emergency and C02 is the gas of life because it makes trees and crops grow which provide us with oxygen and food. The planet is perfectly fine. https://t.co/QDQiEFwtO8""","['deny', 'climate', 'change', 'naturally', 'deny', 'human', 'negative', 'impact', 'climate', 'climate', 'emergency', 'c02', 'gas', 'life', 'make', 'tree', 'crop', 'grow', 'provide', 'oxygen', 'food', 'planet', 'perfectly', 'fine']",deny climate change naturally deny human negative impact climate climate emergency c02 gas life make tree crop grow provide oxygen food planet perfectly fine,-0.6249,negative,0,0.054166666666666675,0.35
153,"""Nature is in freefall. 

We’re destroying our forests, polluting our rivers &amp; oceans, and causing devastating changes to the climate. And now new research shows UK nature is still declining. 

Remind your MP that everyone needs to #SaveOurWildIsles. 📢 https://t.co/yTZC9VtIsV""","['nature', 'freefall', 'destroying', 'forest', 'polluting', 'river', 'ocean', 'causing', 'devastating', 'change', 'climate', 'new', 'research', 'show', 'nature', 'still', 'declining', 'remind', 'everyone', 'need']",nature freefall destroying forest polluting river ocean causing devastating change climate new research show nature still declining remind everyone need,-0.836,negative,0,-0.3545454545454545,0.48484848484848486
154,"""@ghmplanner Environmental threats are gradually expanding. We must protect the environment to reduce their occurrence.""","['environmental', 'threat', 'gradually', 'expanding', 'must', 'protect', 'environment', 'reduce', 'occurrence']",environmental threat gradually expanding must protect environment reduce occurrence,-0.2023,negative,0,0.0,0.0
155,"""Research has found that climate change may lead to hurricanes expanding their impact more frequently to mid latitude areas, including New York and Boston, caused by rising sea surface temperatures, changes in jet streams, and weakening in these areas. https://t.co/ZvDIwfQ8my""","['research', 'ha', 'found', 'climate', 'change', 'may', 'lead', 'hurricane', 'expanding', 'impact', 'frequently', 'mid', 'latitude', 'area', 'including', 'new', 'york', 'boston', 'caused', 'rising', 'sea', 'surface', 'temperature', 'change', 'jet', 'stream', 'weakening', 'area']",research ha found climate change may lead hurricane expanding impact frequently mid latitude area including new york boston caused rising sea surface temperature change jet stream weakening area,0.0258,neutral,2,0.06818181818181818,0.22727272727272727
156,"""@NadineGNess 🚨*** BREAKING NEWS***
Saskatchewans find this issue the most important issue on the planet, far more relevant than the economy, healthcare, climate change and indigenous relations combined!!

Who cares about pronouns?""","['breaking', 'news', 'saskatchewan', 'find', 'issue', 'important', 'issue', 'planet', 'far', 'relevant', 'economy', 'healthcare', 'climate', 'change', 'indigenous', 'relation', 'combined', 'care', 'pronoun']",breaking news saskatchewan find issue important issue planet far relevant economy healthcare climate change indigenous relation combined care pronoun,0.6124,positive,1,0.3,0.9666666666666667
157,"""The Nobel Laureate is strongly joined by the founder of the Weather Channel, John Coleman. The now-late veteran weatherman who has spent most of his life analyzing weather changes has something interesting to say. 

“Climate change is not happening; there is no significant…""","['nobel', 'laureate', 'strongly', 'joined', 'founder', 'weather', 'channel', 'john', 'coleman', 'late', 'veteran', 'weatherman', 'ha', 'spent', 'life', 'analyzing', 'weather', 'change', 'ha', 'something', 'interesting', 'say', '“climate', 'change', 'happening', 'significant…']",nobel laureate strongly joined founder weather channel john coleman late veteran weatherman ha spent life analyzing weather change ha something interesting say “climate change happening significant…,0.8225,positive,1,0.10666666666666666,0.38666666666666666
158,"""@ghmplanner There are too many horrific consequences of climate change. Strengthening environmental protection can effectively improve the environment.""","['many', 'horrific', 'consequence', 'climate', 'change', 'strengthening', 'environmental', 'protection', 'effectively', 'improve', 'environment']",many horrific consequence climate change strengthening environmental protection effectively improve environment,0.5574,positive,1,0.033333333333333326,0.7666666666666666
159,"""Research has found that climate change may lead to hurricanes expanding their impact more frequently to mid latitude areas, including New York and Boston, caused by rising sea surface temperatures, changes in jet streams, and weakening in these areas. https://t.co/ZvDIwfQ8my""","['research', 'ha', 'found', 'climate', 'change', 'may', 'lead', 'hurricane', 'expanding', 'impact', 'frequently', 'mid', 'latitude', 'area', 'including', 'new', 'york', 'boston', 'caused', 'rising', 'sea', 'surface', 'temperature', 'change', 'jet', 'stream', 'weakening', 'area']",research ha found climate change may lead hurricane expanding impact frequently mid latitude area including new york boston caused rising sea surface temperature change jet stream weakening area,0.0258,neutral,2,0.06818181818181818,0.22727272727272727
160,"""@sweetvictory2b @NewstalkZB @Anabel_Norfolk 💯""",[],,0.0,neutral,2,0.0,0.0
161,"""I have granted an urgent question in the House of Lords on #climatechange to Baroness Hayman. She will ask a minister what changes the Government plans to make to its climate change plans. You can watch the question here from about 3.45pm: https://t.co/ZJs76fNqSy""","['granted', 'urgent', 'question', 'house', 'lord', 'baroness', 'hayman', 'ask', 'minister', 'change', 'government', 'plan', 'make', 'climate', 'change', 'plan', 'watch', 'question', '45pm']",granted urgent question house lord baroness hayman ask minister change government plan make climate change plan watch question 45pm,0.4215,positive,1,0.0,0.0
162,"""@JeremyVineOn5 @y_alibhai @estherk_k @StormHuntley We don't deny that the climate changes naturally but we do deny that humans have any negative impact on the climate. There is no climate emergency and C02 is the gas of life because it makes trees and crops grow which provide us with oxygen and food. The planet is perfectly fine. https://t.co/QDQiEFwtO8""","['deny', 'climate', 'change', 'naturally', 'deny', 'human', 'negative', 'impact', 'climate', 'climate', 'emergency', 'c02', 'gas', 'life', 'make', 'tree', 'crop', 'grow', 'provide', 'oxygen', 'food', 'planet', 'perfectly', 'fine']",deny climate change naturally deny human negative impact climate climate emergency c02 gas life make tree crop grow provide oxygen food planet perfectly fine,-0.6249,negative,0,0.054166666666666675,0.35
163,"""@ashleyrcummings Thanks, Ashley!""","['thanks', 'ashley']",thanks ashley,0.4404,positive,1,0.2,0.2
164,"""@ghmplanner There are too many horrific consequences of climate change. Strengthening environmental protection can effectively improve the environment.""","['many', 'horrific', 'consequence', 'climate', 'change', 'strengthening', 'environmental', 'protection', 'effectively', 'improve', 'environment']",many horrific consequence climate change strengthening environmental protection effectively improve environment,0.5574,positive,1,0.033333333333333326,0.7666666666666666
165,"""Research has found that climate change may lead to hurricanes expanding their impact more frequently to mid latitude areas, including New York and Boston, caused by rising sea surface temperatures, changes in jet streams, and weakening in these areas. https://t.co/ZvDIwfQ8my""","['research', 'ha', 'found', 'climate', 'change', 'may', 'lead', 'hurricane', 'expanding', 'impact', 'frequently', 'mid', 'latitude', 'area', 'including', 'new', 'york', 'boston', 'caused', 'rising', 'sea', 'surface', 'temperature', 'change', 'jet', 'stream', 'weakening', 'area']",research ha found climate change may lead hurricane expanding impact frequently mid latitude area including new york boston caused rising sea surface temperature change jet stream weakening area,0.0258,neutral,2,0.06818181818181818,0.22727272727272727
166,"""@wafll @JohnApplebyLD @GoodwinMJ How many times has it got to be explained that the climate changes naturally but man made pollution is currently speeding it up, it’s genuinely terrifying to see how much fear breeds absolute denial in people""","['many', 'time', 'ha', 'got', 'explained', 'climate', 'change', 'naturally', 'man', 'made', 'pollution', 'currently', 'speeding', 'genuinely', 'terrifying', 'see', 'much', 'fear', 'breed', 'absolute', 'denial', 'people']",many time ha got explained climate change naturally man made pollution currently speeding genuinely terrifying see much fear breed absolute denial people,-0.6705,negative,0,0.0,0.5666666666666667
